Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
TARGET;US87612E1064;1TGT;"Euronext Global Equity Market";EUR;142.30;142.52;141.00;142.52;"23/08/2024 15:48";CET;44;6250.30;142.08;26/08/2024
TARGET;US87612E1064;4TGT;EuroTLX;EUR;131.80;131.80;131.80;131.80;"27/05/2024 16:42";CET;8;1054.40;141.82;26/08/2024
TARKETT;FR0004188670;TKTT;"Euronext Paris";EUR;9.10;9.10;8.68;9.00;"26/08/2024 17:35";CET;200;1765.80;9.00;26/08/2024
TATATU;IT0005507857;ALTTU;"Euronext Growth Paris";EUR;5.45;5.45;5.45;5.45;"'09/07/2024 11:30";CET;1;5.45;5.45;26/08/2024
TAYNINH;FR0000063307;TAYN;"Euronext Paris";EUR;1.38;1.38;1.38;1.38;"19/06/2024 16:30";CET;140;193.20;1.38;26/08/2024
TEAMVIEWER;DE000A2YN900;4TMV;EuroTLX;EUR;13.985;14.035;13.985;14.035;"23/02/2024 09:10";CET;6000;84060.00;12.195;26/08/2024
TEAMVIEWER;DE000A2YN900;1TMV;"Euronext Global Equity Market";EUR;12.32;12.595;12.32;12.595;"'05/08/2024 09:48";CET;2550;31679.15;12.18;26/08/2024
TEAMVIEWER;DE000A2YN900;2TMV;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"TECHNIP ENERGIES";NL0014559478;2TE;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"TECHNIP ENERGIES";NL0014559478;TE;"Euronext Paris";EUR;20.56;20.62;20.42;20.42;"26/08/2024 17:35";CET;187061;'3827650.24;20.42;26/08/2024
TECHNOGYM;IT0005162406;TGYM;"Euronext Milan";EUR;9.48;9.545;9.385;9.395;"26/08/2024 17:35";CET;195115;'1844673.63;9.395;26/08/2024
TECHNOPROBE;IT0005482333;TPRO;"Euronext Milan";EUR;7.40;7.495;7.345;7.365;"26/08/2024 17:35";CET;113936;'843590.88;7.365;26/08/2024
TECHSTEP;NO0012916131;TECH;"Oslo Børs";NOK;11.50;11.65;10.70;11.00;"26/08/2024 16:26";CET;51828;'574867.35;11.00;26/08/2024
"TECMA SOLUTIONS";IT0005425050;TCM;"Euronext Growth Milan";EUR;2.08;2.08;2.08;2.08;"26/08/2024 16:35";CET;2000;4160.00;2.08;26/08/2024
"TECO 2030";NO0010887516;TECO;"Euronext Growth Oslo";NOK;1.11;1.25;1.10;1.10;"26/08/2024 16:19";CET;24042;26831.77;1.10;26/08/2024
"TEIXEIRA DUARTE";PTTD10AM0000;TDSA;"Euronext Lisbon";EUR;'0.098;'0.098;'0.0942;'0.096;"26/08/2024 21:11";BST;15537;1490.45;'0.096;26/08/2024
"TEKNA HOLDING";NO0010951577;TEKNA;"Oslo Børs";NOK;5.30;5.70;5.30;5.40;"26/08/2024 15:13";CET;36257;'196863.28;5.40;26/08/2024
"TELECOM ITALIA";IT0003497168;TIT;"Euronext Milan";EUR;'0.2369;'0.2417;'0.2355;'0.2377;"26/08/2024 17:35";CET;'266754202;'63649495.98;'0.2377;26/08/2024
"TELECOM ITALIA";IT0003497168;2TIT;"Trading After Hours";EUR;'0.2274;'0.2281;'0.2266;'0.2278;"31/07/2024 20:27";CET;1037283;'235961.88;'0.2275;31/07/2024
"TELECOM ITALIA R";IT0003497176;2TITR;"Trading After Hours";EUR;'0.246;'0.2538;'0.2451;'0.2492;"31/07/2024 20:23";CET;193036;48329.60;'0.2504;31/07/2024
"TELECOM ITALIA R";IT0003497176;TITR;"Euronext Milan";EUR;'0.2632;'0.267;'0.2603;'0.2624;"26/08/2024 17:35";CET;'27973264;'7384513.12;'0.2624;26/08/2024
TELEFONICA;ES0178430E18;1TEF;"Euronext Global Equity Market";EUR;4.097;4.097;4.085;4.085;"26/08/2024 15:29";CET;426;1740.52;4.093;26/08/2024
TELEFONICA;ES0178430E18;2TEF;"Trading After Hours";EUR;3.694;3.694;3.612;3.612;"25/01/2024 18:01";CET;2000;7224.08;4.179;31/07/2024
TELEFONICA;ES0178430E18;4TEF;EuroTLX;EUR;4.286;4.286;4.286;4.286;"'06/05/2024 12:39";CET;2000;8572.00;4.093;26/08/2024
TELENOR;NO0010063308;TEL;"Oslo Børs";NOK;128.50;129.10;128.10;128.60;"26/08/2024 16:25";CET;475739;'61155059.90;128.60;26/08/2024
TELEPERFORMANCE;FR0000051807;TEP;"Euronext Paris";EUR;105.60;105.85;103.65;105.55;"26/08/2024 17:35";CET;75199;'7907272.55;105.55;26/08/2024
TELEPERFORMANCE;FR0000051807;4TEP;EuroTLX;EUR;99.60;99.60;99.60;99.60;"'08/08/2024 13:08";CET;200;19920.00;105.60;26/08/2024
TELEPERFORMANCE;FR0000051807;2TEP;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
TELESIA;IT0005240046;TLS;"Euronext Growth Milan";EUR;2.04;2.06;2.04;2.06;"22/08/2024 13:44";CET;900;1839.00;2.06;26/08/2024
TELEVERBIER;CH0008175645;TVRB;"Euronext Paris";EUR;57.00;57.00;57.00;57.00;"14/08/2024 12:18";CET;6;342.00;57.00;26/08/2024
TELEVISTA;FR0011076595;MLVST;"Euronext Access Paris";EUR;2.72;2.72;2.72;2.72;"17/06/2024 16:30";CET;1450;3944.00;2.72;26/08/2024
TENARIS;LU2598331598;2TEN;"Trading After Hours";EUR;14.66;14.805;14.66;14.74;"31/07/2024 20:28";CET;21093;'310650.38;14.73;31/07/2024
TENARIS;LU2598331598;TEN;"Euronext Milan";EUR;12.745;13.005;12.71;12.845;"26/08/2024 17:35";CET;1754817;'22563871.86;12.845;26/08/2024
"TENAX INTERNAT";IT0005428898;TNX;"Euronext Growth Milan";EUR;2.78;2.78;2.78;2.78;"26/08/2024 09:00";CET;2100;5838.00;2.78;26/08/2024
TERACT;FR001400BMH7;TRACT;"Euronext Paris";EUR;'0.818;'0.818;'0.814;'0.816;"26/08/2024 16:20";CET;1707;1392.56;'0.816;26/08/2024
"TERACT BS";FR0014000TB2;TERBS;"Euronext Paris";EUR;'0.0005;'0.0005;'0.0005;'0.0005;"'04/06/2024 12:02";CET;100000;50.00;'0.0005;26/08/2024
TERNA;IT0003242622;2TRN;"Trading After Hours";EUR;7.68;7.718;7.68;7.718;"31/07/2024 18:30";CET;195;1501.21;7.698;31/07/2024
TERNA;IT0003242622;TRN;"Euronext Milan";EUR;7.698;7.736;7.698;7.724;"26/08/2024 17:35";CET;1359095;'10494646.08;7.724;26/08/2024
TESLA;US88160R1014;2TSLA;"Trading After Hours";EUR;214.70;214.80;212.00;214.00;"31/07/2024 20:19";CET;634;'135564.00;213.80;31/07/2024
TESLA;US88160R1014;1TSLA;"Euronext Global Equity Market";EUR;196.10;197.50;189.36;190.98;"26/08/2024 17:35";CET;33443;'6515220.88;190.98;26/08/2024
TESLA;US88160R1014;4TSLA;EuroTLX;EUR;200.00;200.00;189.76;191.00;"26/08/2024 17:05";CET;1593;'306084.62;191.18;26/08/2024
TESMEC;IT0004585243;TES;"Euronext Milan";EUR;'0.082;'0.0831;'0.0816;'0.0817;"26/08/2024 17:35";CET;956765;78759.58;'0.0817;26/08/2024
TESSELLIS;IT0005496473;TSL;"Euronext Milan";EUR;'0.4765;'0.523;'0.472;'0.489;"26/08/2024 17:35";CET;7464031;'3771205.28;'0.489;26/08/2024
TESSENDERLO;BE0003555639;TESB;"Euronext Brussels";EUR;23.85;24.30;23.85;24.15;"26/08/2024 17:35";CET;21988;'528899.15;24.15;26/08/2024
"TETRAGON FIN GRP";GG00B1RMC548;TFG;"Euronext Amsterdam";USD;10.05;10.15;10.05;10.15;"23/08/2024 17:20";CET;2003;20147.05;10.15;26/08/2024
TEXAF;BE0974263924;TEXF;"Euronext Brussels";EUR;35.60;35.60;35.40;35.40;"26/08/2024 11:16";CET;160;5684.00;35.40;26/08/2024
"TEXAS INSTRUMENTS";US8825081040;1TXN;"Euronext Global Equity Market";EUR;187.08;187.08;187.08;187.08;"22/08/2024 13:24";CET;26;4864.08;186.56;26/08/2024
"TEXAS INSTRUMENTS";US8825081040;2TXN;"Trading After Hours";EUR;157.22;157.22;157.22;157.22;"'03/04/2024 20:07";CET;3;471.66;186.72;31/07/2024
"TEXAS INSTRUMENTS";US8825081040;4TXN;EuroTLX;EUR;187.60;187.60;187.60;187.60;"22/08/2024 16:57";CET;1;187.60;186.66;26/08/2024
TF1;FR0000054900;2TFI;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
TF1;FR0000054900;TFI;"Euronext Paris";EUR;8.06;8.07;7.99;8.03;"26/08/2024 17:35";CET;49638;'398113.57;8.03;26/08/2024
"TFF GROUP";FR0013295789;TFF;"Euronext Paris";EUR;38.20;38.50;38.20;38.40;"26/08/2024 15:32";CET;127;4870.20;38.40;26/08/2024
TGS;NO0003078800;TGS;"Oslo Børs";NOK;129.80;134.90;129.80;133.30;"26/08/2024 16:25";CET;457659;'60960575.10;133.30;26/08/2024
THALES;FR0000121329;2HO;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
THALES;FR0000121329;HO;"Euronext Paris";EUR;148.65;149.30;148.50;148.65;"26/08/2024 17:35";CET;45498;'6768501.40;148.65;26/08/2024
THALES;FR0000121329;4HO;EuroTLX;EUR;148.55;148.55;148.00;148.00;"14/08/2024 11:16";CET;105;15595.00;148.85;26/08/2024
"THE AZUR SELECTION";GRS528003007;MLAZR;"Euronext Access Paris";EUR;2.45;2.45;2.45;2.45;"26/08/2024 13:56";CET;16367;40099.15;2.45;26/08/2024
"THE BANK OF NY MEL";US0640581007;1BK;"Euronext Global Equity Market";EUR;53.35;53.35;53.35;53.35;"30/05/2024 16:13";CET;100;5335.00;59.86;26/08/2024
"THE BANK OF NY MEL";US0640581007;2BK;"Trading After Hours";EUR;55.06;55.06;55.06;55.06;"22/05/2024 18:45";CET;100;5506.00;60.30;31/07/2024
"THE BANK OF NY MEL";US0640581007;4BK;EuroTLX;EUR;59.97;59.97;59.97;59.97;"30/07/2024 14:45";CET;8;479.76;59.85;26/08/2024
"THE BLOCKCHAIN GP";FR0011053636;ALTBG;"Euronext Growth Paris";EUR;'0.148;'0.154;'0.1436;'0.1538;"26/08/2024 17:22";CET;221780;33285.07;'0.1538;26/08/2024
"THE CLOROX COMPANY";US1890541097;1CLX;"Euronext Global Equity Market";EUR;131.32;131.32;131.32;131.32;"16/08/2024 15:30";CET;12;1575.84;137.92;26/08/2024
"THE CLOROX COMPANY";US1890541097;4CLX;EuroTLX;EUR;122.90;122.90;122.90;122.90;"'05/07/2024 15:58";CET;3;368.70;138.06;26/08/2024
"THE CLOROX COMPANY";US1890541097;2CLX;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"THE COCA-COLA COMP";US1912161007;4KO;EuroTLX;EUR;62.48;62.48;62.48;62.48;"26/08/2024 09:17";CET;12;749.76;63.22;26/08/2024
"THE COCA-COLA COMP";US1912161007;2KO;"Trading After Hours";EUR;61.52;61.52;61.52;61.52;"29/07/2024 20:05";CET;4;246.08;61.86;31/07/2024
"THE COCA-COLA COMP";US1912161007;1KO;"Euronext Global Equity Market";EUR;62.55;63.10;62.25;63.10;"26/08/2024 16:23";CET;1481;93222.71;63.23;26/08/2024
"THE ITALIAN SEA G";IT0005439085;TISG;"Euronext Milan";EUR;8.95;9.09;8.95;9.07;"26/08/2024 17:35";CET;59106;'533790.59;9.07;26/08/2024
"THE KINGFISH COMP";NL00150001S5;KING;"Euronext Growth Oslo";NOK;6.35;6.35;6.35;6.35;"26/08/2024 15:57";CET;1001;6356.35;6.35;26/08/2024
"THE KRAFT HEINZ";US5007541064;2KHC;"Trading After Hours";EUR;33.465;33.465;33.465;33.465;"16/05/2024 18:00";CET;7;234.26;32.725;31/07/2024
"THE KRAFT HEINZ";US5007541064;1KHC;"Euronext Global Equity Market";EUR;31.80;31.985;31.80;31.84;"22/08/2024 15:28";CET;68;2167.36;32.43;26/08/2024
"THE KRAFT HEINZ";US5007541064;4KHC;EuroTLX;EUR;31.855;31.855;31.855;31.855;"20/08/2024 16:43";CET;36;1146.78;32.43;26/08/2024
"THE LONDON TUNNELS";GB00BS28ZN53;TLT;"Euronext Amsterdam";GBP;2.22;2.22;2.20;2.22;"23/08/2024 16:12";CET;28184;62550.48;2.22;26/08/2024
"THE NAVIGATOR COMP";PTPTI0AM0006;NVG;"Euronext Lisbon";EUR;3.676;3.682;3.654;3.678;"26/08/2024 21:35";BST;220343;'809528.54;3.678;26/08/2024
"THE SOUTHERN COMP";US8425871071;1SO;"Euronext Global Equity Market";EUR;77.39;77.39;77.39;77.39;"26/08/2024 09:00";CET;130;10060.70;77.24;26/08/2024
"THE SOUTHERN COMP";US8425871071;4SO;EuroTLX;EUR;74.73;74.73;74.73;74.73;"18/07/2024 11:52";CET;14;1046.22;77.30;26/08/2024
"THE SOUTHERN COMP";US8425871071;2SO;"Trading After Hours";EUR;76.16;76.16;76.16;76.16;"29/07/2024 18:07";CET;10;761.60;76.88;31/07/2024
"THE TRAVELERS COMP";US89417E1091;1TRV;"Euronext Global Equity Market";EUR;196.30;196.30;196.30;196.30;"24/07/2024 10:56";CET;1;196.30;199.40;26/08/2024
"THE TRAVELERS COMP";US89417E1091;2TRVC;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"THE TRAVELERS COMP";US89417E1091;4TRV;EuroTLX;EUR;215.00;215.00;215.00;215.00;"'04/04/2024 11:16";CET;2;430.00;199.40;26/08/2024
"THE WALT DISNEY";US2546871060;2DIS;"Trading After Hours";EUR;86.26;86.26;86.26;86.26;"30/07/2024 20:11";CET;10;862.60;87.42;31/07/2024
"THE WALT DISNEY";US2546871060;1DIS;"Euronext Global Equity Market";EUR;81.41;81.50;81.41;81.50;"26/08/2024 12:51";CET;75;6112.05;81.74;26/08/2024
"THE WALT DISNEY";US2546871060;4DIS;EuroTLX;EUR;80.75;80.75;80.75;80.75;"23/08/2024 16:32";CET;17;1372.75;81.74;26/08/2024
"THEON INTERNAT";CY0200751713;THEON;"Euronext Amsterdam";EUR;11.52;11.64;11.36;11.60;"26/08/2024 17:35";CET;13887;'160016.34;11.60;26/08/2024
THERACLION;FR0010120402;ALTHE;"Euronext Growth Paris";EUR;'0.297;'0.30;'0.296;'0.299;"26/08/2024 17:35";CET;304;91.00;'0.299;26/08/2024
THERANEXUS;FR0013286259;ALTHX;"Euronext Growth Paris";EUR;'0.666;'0.668;'0.65;'0.668;"26/08/2024 17:35";CET;968;633.30;'0.668;26/08/2024
THERAVET;BE0974387194;ALVET;"Euronext Growth Paris, Brussels";EUR;'0.199;'0.20;'0.194;'0.20;"26/08/2024 11:03";CET;15171;3028.96;'0.20;26/08/2024
"THERMADOR GROUPE";FR0013333432;THEP;"Euronext Paris";EUR;79.00;79.70;78.00;78.40;"26/08/2024 17:35";CET;1490;'117167.90;78.40;26/08/2024
"THERMO FISHER SC";US8835561023;1TMO;"Euronext Global Equity Market";EUR;551.60;551.60;551.60;551.60;"'09/08/2024 15:37";CET;2;1103.20;541.30;26/08/2024
"THERMO FISHER SC";US8835561023;2TMO;"Trading After Hours";EUR;543.20;543.20;543.20;543.20;"'07/03/2024 18:20";CET;10;5432.00;571.60;31/07/2024
"THERMO FISHER SC";US8835561023;4TMO;EuroTLX;EUR;551.20;551.20;551.20;551.20;"14/08/2024 11:25";CET;10;5512.00;541.40;26/08/2024
"THOR MEDICAL";NO0010597883;TRMED;"Oslo Børs";NOK;1.014;1.036;1.004;1.02;"26/08/2024 16:25";CET;258713;'262051.14;1.02;26/08/2024
THYSSENKRUPP;DE0007500001;2TKA;"Trading After Hours";EUR;3.59;3.641;3.59;3.641;"31/07/2024 18:03";CET;1500;5418.92;3.613;31/07/2024
THYSSENKRUPP;DE0007500001;4TKA;EuroTLX;EUR;3.20;3.20;3.20;3.20;"26/08/2024 09:19";CET;2900;9280.00;3.215;26/08/2024
THYSSENKRUPP;DE0007500001;1TKA;"Euronext Global Equity Market";EUR;3.168;3.234;3.168;3.219;"26/08/2024 17:29";CET;17128;54962.73;3.216;26/08/2024
TIETOEVRY;FI0009000277;TIETO;"Oslo Børs";NOK;220.60;222.00;219.80;221.00;"26/08/2024 16:25";CET;6753;'1490091.20;221.00;26/08/2024
"TIKEHAU CAPITAL";FR0013230612;TKO;"Euronext Paris";EUR;22.70;22.70;22.35;22.50;"26/08/2024 17:35";CET;7997;'179901.75;22.50;26/08/2024
TINC;BE0974282148;TINC;"Euronext Brussels";EUR;11.38;11.48;11.36;11.36;"26/08/2024 17:35";CET;10123;'115402.00;11.36;26/08/2024
TINEXTA;IT0005037210;TNXT;"Euronext Milan";EUR;11.68;12.08;11.68;12.05;"26/08/2024 17:35";CET;72396;'862503.62;12.05;26/08/2024
"TISSAGES BRUGGEMAN";BE0036061746;-;"Euronext Expert Market";EUR;39.07;39.07;39.07;39.07;"29/09/2015 11:30";CET;33;1289.31;39.00;26/08/2024
TITAN;NL0010389508;TITAN;"Euronext Amsterdam";EUR;1.54;1.54;1.54;1.54;"26/08/2024 15:17";CET;307;472.78;1.54;26/08/2024
"TITAN CEMENT";BE0974338700;TITC;"Euronext Brussels, Paris";EUR;33.30;33.35;32.70;33.10;"26/08/2024 17:35";CET;5719;'188918.00;33.10;26/08/2024
"TJX COMPANIES INC";US8725401090;4TJX;EuroTLX;EUR;101.02;101.02;101.02;101.02;"'07/08/2024 17:01";CET;300;30306.00;107.82;26/08/2024
"TJX COMPANIES INC";US8725401090;1TJX;"Euronext Global Equity Market";EUR;104.70;104.70;104.70;104.70;"'01/08/2024 16:41";CET;3;314.10;107.84;26/08/2024
"TJX COMPANIES INC";US8725401090;2TJX;"Trading After Hours";EUR;89.13;89.13;89.13;89.13;"'04/04/2024 19:46";CET;70;6239.10;104.84;31/07/2024
"TKH GROUP";NL0000852523;2TWEKA;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"TKH GROUP";NL0000852523;TWEKA;"Euronext Amsterdam";EUR;36.90;36.90;36.50;36.50;"26/08/2024 17:35";CET;51110;'1933753.38;36.50;26/08/2024
"TME PHARMA";NL0015000YE1;ALTME;"Euronext Growth Paris";EUR;'0.1478;'0.1478;'0.1406;'0.145;"26/08/2024 17:35";CET;43401;6267.47;'0.145;26/08/2024
"TME PHARMA BSA Z";NL0015001SR3;TMBSZ;"Euronext Growth Paris";EUR;'0.055;'0.055;'0.055;'0.055;"26/08/2024 12:42";CET;100;5.50;'0.055;26/08/2024
"TMP GROUP";IT0005531238;TMP;"Euronext Growth Milan";EUR;1.27;1.32;1.27;1.32;"26/08/2024 15:55";CET;600;782.00;1.32;26/08/2024
"TOMRA SYSTEMS";NO0012470089;TOM;"Oslo Børs";NOK;159.20;160.50;156.00;156.30;"26/08/2024 16:26";CET;165632;'26041437.90;156.30;26/08/2024
TOMTOM;NL0013332471;TOM2;"Euronext Amsterdam";EUR;4.97;5.04;4.91;4.98;"26/08/2024 17:35";CET;130205;'647957.54;4.98;26/08/2024
"TONNER DRONES";FR001400H2X4;ALTD;"Euronext Growth Paris";EUR;'0.0092;'0.01;'0.0092;'0.01;"26/08/2024 17:12";CET;759553;7222.95;'0.01;26/08/2024
"TONNER DRONES BSA";FR001400RIB4;TDBS;"Euronext Growth Paris";EUR;'0.0009;'0.0009;'0.0009;'0.0009;"26/08/2024 09:00";CET;19300;17.37;'0.0009;26/08/2024
"TOOLUX SANDING";LU0394945660;ALTLX;"Euronext Growth Paris";EUR;2.30;2.30;2.30;2.30;"29/08/2022 16:30";CET;10;23.00;2.30;26/08/2024
TOOSLA;FR00140062B9;ALTOO;"Euronext Growth Paris";EUR;'0.88;'0.92;'0.88;'0.91;"26/08/2024 17:10";CET;9279;8430.14;'0.91;26/08/2024
"TOSCANA AEROPORTI";IT0000214293;TYA;"Euronext Milan";EUR;12.80;13.00;12.80;13.00;"26/08/2024 16:26";CET;4837;62373.85;13.00;26/08/2024
TOTALENERGIES;FR0000120271;2TTE;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
TOTALENERGIES;FR0000120271;TTE;"Euronext Paris, Brussels";EUR;62.36;63.13;62.15;62.86;"26/08/2024 17:39";CET;2112563;'132654578.66;62.86;26/08/2024
TOTALENERGIES;FR0000120271;4TTE;EuroTLX;EUR;62.42;62.42;62.40;62.40;"26/08/2024 10:46";CET;84;5241.62;63.00;26/08/2024
TotalEnergiesGabon;GA0000121459;EC;"Euronext Paris";EUR;160.00;162.00;160.00;162.00;"26/08/2024 17:35";CET;402;64787.50;162.00;26/08/2024
"TOTENS SPAREBANK";NO0006001205;TOTG;"Oslo Børs";NOK;265.45;265.45;262.95;262.95;"26/08/2024 14:26";CET;35;9215.75;262.95;26/08/2024
TOUAX;FR0000033003;TOUP;"Euronext Paris";EUR;4.71;4.78;4.71;4.78;"26/08/2024 17:29";CET;2050;9762.97;4.78;26/08/2024
"TOUR EIFFEL";FR0000036816;EIFF;"Euronext Paris";EUR;8.96;9.04;8.90;8.90;"26/08/2024 14:02";CET;1671;14966.24;8.90;26/08/2024
"TOYOTA CAETANO";PTSCT0AP0018;SCT;"Euronext Lisbon";EUR;5.05;5.05;5.05;5.05;"23/08/2024 16:47";BST;11;55.55;5.05;26/08/2024
TPS;IT0005246142;TPS;"Euronext Growth Milan";EUR;6.45;6.55;6.45;6.50;"23/08/2024 16:16";CET;2000;12975.00;6.50;26/08/2024
"TRAMWAYS DE ROUEN";FR0000031866;MLTRA;"Euronext Access Paris";EUR;5950.00;5950.00;5950.00;5950.00;"26/08/2024 17:07";CET;1;5950.00;5950.00;26/08/2024
TRANSGENE;FR0005175080;TNG;"Euronext Paris";EUR;1.044;1.068;1.044;1.056;"26/08/2024 17:35";CET;8007;8444.63;1.056;26/08/2024
TRATON;DE000TRAT0N7;28TRA;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
TRATON;DE000TRAT0N7;48TRA;EuroTLX;EUR;27.20;27.20;27.20;27.20;"'09/08/2024 17:28";CET;19;516.80;30.05;26/08/2024
TRATON;DE000TRAT0N7;18TRA;"Euronext Global Equity Market";EUR;26.90;26.90;26.90;26.90;"12/08/2024 15:01";CET;1;26.90;30.00;26/08/2024
"TRAWELL CO";IT0005378325;TWL;"Euronext Growth Milan";EUR;7.44;7.44;7.26;7.42;"22/08/2024 13:24";CET;360;2628.40;7.42;26/08/2024
TREASURE;NO0010763550;TRE;"Oslo Børs";NOK;25.20;25.80;24.70;25.80;"26/08/2024 15:55";CET;3138;79522.70;25.80;26/08/2024
TRENDEVICE;IT0005422792;TD;"Euronext Growth Milan";EUR;'0.208;'0.212;'0.206;'0.206;"26/08/2024 16:30";CET;21000;4354.50;'0.206;26/08/2024
"TREVI FIN IND";IT0005422768;TFIN;"Euronext Milan";EUR;'0.285;'0.2985;'0.283;'0.291;"26/08/2024 17:35";CET;1483589;'432910.86;'0.291;26/08/2024
TRIBOO;IT0005001554;TB;"Euronext Milan";EUR;'0.71;'0.718;'0.694;'0.718;"26/08/2024 17:35";CET;39746;28003.41;'0.718;26/08/2024
TRIGANO;FR0005691656;TRI;"Euronext Paris";EUR;107.60;107.80;106.20;107.40;"26/08/2024 17:35";CET;8757;'938605.50;107.40;26/08/2024
TRIGANO;FR0005691656;2TRI;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
TRILOGIQ;FR0010397901;ALTRI;"Euronext Growth Paris";EUR;5.90;5.90;5.90;5.90;"26/08/2024 17:29";CET;152;896.80;5.90;26/08/2024
TRIPADVISOR;US8969452015;1TRIP;"Euronext Global Equity Market";EUR;12.95;12.95;12.85;12.85;"26/08/2024 17:26";CET;287;3702.73;12.895;26/08/2024
TRIPADVISOR;US8969452015;2TRIP;"Trading After Hours";EUR;16.30;16.30;16.30;16.30;"23/07/2024 20:18";CET;55;896.50;16.45;31/07/2024
TRIPADVISOR;US8969452015;4TRIP;EuroTLX;EUR;12.895;12.895;12.895;12.895;"23/08/2024 14:13";CET;500;6447.51;12.85;26/08/2024
"TROC ILE";FR0000031106;MLTRO;"Euronext Access Paris";EUR;3.56;3.56;3.56;3.56;"11/07/2024 16:30";CET;10;35.60;3.56;26/08/2024
TRONICS;FR0004175099;ALTRO;"Euronext Growth Paris";EUR;4.58;4.58;4.58;4.58;"26/08/2024 17:26";CET;314;1438.12;4.58;26/08/2024
"TRUIST FINL CORP.";US89832Q1094;1TFC;"Euronext Global Equity Market";EUR;39.065;39.065;39.065;39.065;"22/07/2024 15:20";CET;125;4883.13;39.50;26/08/2024
"TRUIST FINL CORP.";US89832Q1094;4TFC;EuroTLX;EUR;28.80;28.80;28.80;28.80;"'08/11/2023 11:09";CET;15;432.00;39.475;26/08/2024
"TRUIST FINL CORP.";US89832Q1094;2TFC;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"TUBIZE (ATTR)";BE0099967573;TUBAT;"Euronext Expert Market";EUR;'0.272;'0.272;'0.272;'0.272;"20/04/2021 11:30";CET;82;22.30;'0.272;26/08/2024
TUBIZE-FIN;BE0003823409;TUB;"Euronext Brussels";EUR;117.60;118.20;116.00;116.80;"26/08/2024 17:35";CET;5978;'699514.40;116.80;26/08/2024
TUI;DE000TUAG505;2TUI1U;"Trading After Hours";EUR;7.624;7.624;7.624;7.624;"10/04/2024 18:00";CET;700;5336.80;5.912;31/07/2024
TUI;DE000TUAG505;1TUI1U;"Euronext Global Equity Market";EUR;5.40;5.546;5.40;5.546;"'06/08/2024 10:26";CET;157;848.82;5.748;26/08/2024
TUI;DE000TUAG505;4TUI1U;EuroTLX;EUR;5.602;5.602;5.60;5.60;"14/08/2024 14:37";CET;800;4481.20;5.868;26/08/2024
TWEPPY;IT0005437113;TWEP;"Euronext Growth Milan";EUR;'0.725;'0.725;'0.725;'0.725;"26/08/2024 17:07";CET;800;580.00;'0.725;26/08/2024
TXCOM;FR0010654087;ALTXC;"Euronext Growth Paris";EUR;8.50;8.50;8.50;8.50;"22/08/2024 16:30";CET;482;4097.00;8.50;26/08/2024
"TXT E-SOLUTIONS";IT0001454435;TXT;"Euronext Milan";EUR;25.80;25.90;25.20;25.50;"26/08/2024 17:35";CET;9384;'239693.35;25.50;26/08/2024
"TYSNES SPAREBANK";NO0010731615;TYSB;"Euronext Growth Oslo";NOK;124.98;127.00;124.98;127.00;"22/08/2024 15:08";CET;1190;'149245.20;127.00;26/08/2024
"U10 CORP";FR0000079147;ALU10;"Euronext Growth Paris";EUR;1.52;1.52;1.52;1.52;"26/08/2024 09:00";CET;1;1.52;1.52;26/08/2024
"UBER TECHNOLOGIES";US90353T1007;2UBER;"Trading After Hours";EUR;60.22;60.22;60.22;60.22;"31/07/2024 20:12";CET;5;301.10;60.22;31/07/2024
"UBER TECHNOLOGIES";US90353T1007;4UBER;EuroTLX;EUR;66.30;66.30;66.30;66.30;"22/08/2024 16:50";CET;50;3315.00;65.01;26/08/2024
"UBER TECHNOLOGIES";US90353T1007;1UBER;"Euronext Global Equity Market";EUR;65.16;65.16;65.16;65.16;"26/08/2024 16:26";CET;60;3909.60;65.02;26/08/2024
"UBISOFT ENTERT";FR0000054470;4UBI;EuroTLX;EUR;16.885;16.885;16.885;16.885;"'05/08/2024 12:04";CET;56;945.56;17.235;26/08/2024
"UBISOFT ENTERTAIN";FR0000054470;UBI;"Euronext Paris";EUR;17.035;17.295;16.94;17.295;"26/08/2024 17:35";CET;250651;'4319290.62;17.295;26/08/2024
"UBISOFT ENTERTAIN";FR0000054470;2UBI;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
